label,text
0,ماشي هسا انا صرت ولة طيب حدا بيشبهك كتتير
1,بارك الله دين الاسلم
0,فيروسات بشرية
0,الظاهر عقلك تافه اصحاب العقول المقفلة
1,ربي يهديهن
1,﻿اللهم اني اسالك اخلاص النية كرم الطوية
0,﻿و كمان بالمقارنة بالدول الأخرى الجانب التقني فإن مفاعل الفرنسي الياباني مفاعل الروسي يتم تجربة تشغيلهما الأول يبدأ العمل تصميمه ، لذا توجد مراجعة شاملة عميقة لسلامة التصميم، بغض النظر الأردن فلا توجد آفاق تجارية لهذا النموذج اللحظة تصميم فتم الهند ذكرت تقارير جاهز للعمل نهاية ، يتم تشغيله لحد
1,﻿ربنا يصلح احوالنا يا رب ظاهرا باطن
1,﻿انا بحب الناس بتمنالهم الخير
0,اقترح تحويلهم طبيب القضاء
1,صحيح
1,صباح السعادة العامرة
1,﻿و الله حبيبي
1,﻿لك كلك ذوق حكمه
1,﻿أحب الله تعالى رسوله الكريم
1,ربى يزيدن ايمان وتقه يارررب
1,﻿الله يشافيك يعافيك داء وهامة أخي سيد الوكيل
0,والله كذب سوبر ستار القذر هذاا
1,المومين بعضهم كالبناء الزى يشد بعضة البعض
1,صباح الحب الله علينا جميعا
0,﻿حسبنا الله نعم الوكيل فيكم مجلس النواب الحالي يمثل الشعب الاردني فهم سأئلين الشعب يبحثون مناصب وزاريه رواتب خياليه المواطن الاردني طفح الكيل معه اصبح يطيق الحياه
0,مش طبيعي سماكة الدم شو ها عدولة خرب المفطع لشو المبالغة والاوفر يعني
0,فاشلين نهاية
1,يارب كرهنى وابعدنى فيما يغضبك
1,الله عليك يا شيخ تحفة
0,﻿و الله احلا شيء الواحد يهاجر يشتغل حرامي عشان يقدر يعيش الله يوفق السبب الله حرام
1,اللهم امثالهم
1,بارك الله فيك أنانضال فدعولي بزوجة صالحة
0,الدول المتقدمة تتجه لستخدام الطاقة المتجدده لانها اقل كلفة وليس مخاطر البيئة والانسان ونحن نعاني ضائقة مالية كبيرة وشحة مياه شديدة وكلنا يعلم مدى حاجة المفاعل للمياه اذكركم بما حدث اليابان الدولة الاكثر تطور مجال التكنولوجيا عبارة جزر وكذلك كم أثر علينا المفاعل النووي الاسرائيلي وحالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر جنوب البلاد
0,عنجد بخزي شو هاد حساب ازياء طلع باله
0,﻿هاي نتيجة ينحط انسان ي موقع مسؤوليه
0,قلولهم سوبر ستار مش مسابقة لبياع الخضار
0,كس امكم يالعرب يابهايم يابقايا حضارات الامم
1,والحاجة بتحبها دي مش اكتر حاجة زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين
0,﻿و الله حرام الله موتوه لشعب الاردني وين بدنا نجيب الكو وين يا الله ارحمو الارض يرحمكم السماء الله حرام
0,يا امة ضحكت جهلها الامم
0,قرف شوهاد شي بخزي عنجد
1,﻿كلام جدل
1,اللهم اروقنى يواسينى الدنيا والاخر
0,﻿و الله مش عارفة شو بدنا نسوي نشحد مثلا
1,ينور عليك كثر امثالك
1,وسط يوجد تركيز
1,يا معين يا رب
0,﻿ ومازال العود مصدي
0,يا اخوان احنا قرفنا
0,العرب مو بتاع الشغلات لاكن احنا فاشلين الله معطينا متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو التحظر
0,لو يطلع عليهم مخيم اربد مخيم الحصن مخيم الزرقا مخيم عمان مخيم البلقاء مخيم الشهيد عزمي المفتي بفضحو عرضاتهم كلهم
0,﻿ يلعن اوم السخاافه
1,ربنا يقوينا ويقدرنا
1,امين يا رب شاب زي الفل شاء الله عليك
1,الله يبارك ايامنا
1,﻿المسلم الفطن النقي يتصرف بما يرضي الله السر العلن نسأل الله عز وجل نتبع يرضيه عنا
1,مسلم ويعرف قلبه الوفاء فكيف حال المسلمين اللهم أرزق بنات المسلمين زوجا طيبا محبا مثله
0,الله ينتقم منهم اجمعين اللي بالي
0,يلعن اوم الطفش
0,احلى زبالة بوجهك
1,﻿صباح الدرب للجنة
0,﻿لنفترض جدلا اضرار صحية بيئية سينتج بناء مفاعلات نووية سلمية ، دعونا نفكر الكلفة اولا كلفة بناء عالية لعدم امتلاكنا لهذه التكنولوجيا شكل ديون تثفل كاهل العشر اجيال القادمة، ثانيا لنفس السبب سنستورد خبراء للتشغيل لسنوات طويلة مما يزيد كلفة الطاقة العكس ناهيك حصول اخطاء مفترضة مستقبلا ثالثا اين المكان البعيد المدن الاردن واين مصدر المياه الكافية للتبريد رابعا حق المواطنين اصحاب القرار الحصول تقرير منشور للاثر البيئي مسبقا نفس الوقت نستطيع الحصول نفس كمية الطاقة الصخر الزيتي نمتلك احتياطي هائل الغاز الطبيعي المؤمل مستقبلا الطاقة الشمسية طاقة الرياح بكلف نسبيا اقل بكثير النووي اعباء ديون اضافية
0,هاض بعرفو بس مقرف
0,ويوجد البديل الطاقة المتجددة
1,صح
1,اللهم ارزقنا نكون مثلهم
1,استطيع اللهم ارزقنا العافية وشكر نعمتك
0,انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش استراتجيه ثابته انتم عملاء امريكا يا خونه
1,﻿اللهم اجعلنى خيرا مما يظنون اغفر يعلمون
1,ناس كتيرربنااكرمهابنعمة الاسلام ولكنهالاتدرك قيمتها
1,الزه شكله بشهي بدييييي
0,مياعة وسئالة عدولة والي معو
0,﻿ اظن انهم حبو وانجرحوا وضاعت عقولهم دخل قلوبهم اغاني الجروح عشان كذا حافظينها وجايين يقولونها اللهم لاشماته
0,انا لاحظت بلبنانيين انهم ماعندهم روح الكوميديا نهائيا
0,ليش معصب يا عدولة
1,﻿ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله
1,عم الرجال
0,عنجد بنت فاشلة
1,عظيم إسلامنا،
0,يا ثقل دمه الاصلع
1,﻿كلام جميل الكرامة أفضل ابقى للإنسان
1,الخشوع أمر مهم جــدا الصلاة
1,استعينوا بالله يا مسلمين
1,اللهم انى استغفرك واتوب اليك
1,صباح الورد والفل
0,ابو الشباب راعي العود ليش ماوزنه البيت غباء
1,اللهم اذقنا حبا رائعا حلالا طاهر
0,حفظ الله وطننا ايدي المنافقين المتأردنين
0,انخرس
0,حكي جرايد
0,اكاديمي اللي خلفت عاهات للفن المعاق فيزيدون الطين بله
0,افهم وين جاي يا ابن الكلب
1,الله اكبر احلاكم اشجعكم
0,اخييه مااسخفها تقلللد
0,شيئ مؤسف الله يهديه
0,لآ مش فاهماك
1,اكيد
1,بدعى طول الله يرزقنى الخشوع
0,﻿عادي محنا اتعودنا الرفع يوم يومنا احنا بنعرف الرفع همه برفعو نحنا بندفع حسابنا
0,يضحكون م شاففوا انفسهم ، لو قلنا غنوا جابوا الععيد فالحين بس الظرافةة هـ الشيبان
0,يلعن أم الأزعاج
0,مقاسك مناسب يا شريف
1,أهلا وسهلا بك بيننا يا طارق
0,اسخفك
1,اخذت القرار برجع تانى وخايفه اموت وانا بغضب ربنا سبحانه وتعالى انى انا حسه انى قلبى مليان وعامر بنور الله اعمل ايه اجوك انصحنى
0,والله ماهم اللي مسخرة انا اللي مسخرة اللي تفرجت عليهم
1,احسن قولاممن دعاالي وعمل صالحاووقال انني المسلمين،
1,الهم اصلح بنات المسلمين
1,عمل السريرة العمل الخالص لله اللهم ارزقنا عمل السريرة
1,تبتنا ياربن علي دكرك وشكرك حسن الخشوع صلاتك
1,يارب ثبتنا اخذ القرار لان ده الاهم الاصعب
1,اللهم باركي واهدي مسلم لطريق النور
0,اغبياء
0,﻿ والله يحرر عزبت بنقاليه
0,بالله يا شباب وش رايكم بالاشكال هل تتوقعون اهلهم كارهينهم والناس تجي لاهاليهم وتقول حرام عليكم هذول دمكم
0,﻿ مسخرة
0,مش حلو
1,﻿و بلبل شادى بفنه
1,ونعم بالله أختار قرب الله خاب ابدآآآآ الله دى راحه وده شعور الحمد لل
0,البراامج اللي تخلف العاهات للفن الهابط فن اليومين
0,﻿اقطع راسها وخلص
0,﻿اكيد حياتي حدا بشبهك لو نتحرت زمان
1,نعم الصديق الوفى
0,يستهبلووا
0,ويحطمو رؤوسهم بارجلهم
0,هبله
0,حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف
0,اهما ودهم يروحون النار النار مارضت فيهم
1,يا الله استجب دعائي ياالله مادكيت بابك يوم ورحعتني خالية الوفاض
1,وعلي الله قصد السبيل
0,﻿عاهات
0,﻿ هذول مخانيث
1,اللهم ثبته دين الاسلام اللهم يا مقلب القلوب ثبت قلبي دينك
0,اقسى غربة الروح
0,قرف يقرف اللبنانيين شو تافهين
0,﻿انا متشائم رح اضل متشائم ينزلوا البنزين
1,ربنا يشفيهم
0,ناس تبي تتمصخر ماتدري شلون
1,انا انصح انسان لايكذب لان الكذب مداه قصير
1,يا سلام الوفاء اللي اتفقد عصرنا ويا حسرتاه الحب بات مجرد كلمات
1,اضيق العيش لولا فسحة الامل، الحمد لله
1,﻿اللهم نقي نفوسنا أجعلنا المخلصين سرا جهرا
1,أقدر الاخلاص الوفاء كبير
1,نعم البدايه كلهم اروع الروعة
1,اصدقاء اوفياء ونتعلم منهم
1,خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفة
0,يا اخي اطلع صورتك بالمراية وشوف ادائك هوة اداء فني صوت مناسب تفضح حالك هيك برامج تافهة
1,اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك
0,﻿ عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول
0,﻿المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه جزء كبير ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ترتفع الفاتورة
1,يا شيخ خالد ربي يحفظك نبي منك طلب
1,﻿صباح الخير ياشيخ لكم كلماتك دائما تشعرني بالامان السكينة الرضي بما كتب الله
1,والله
1,اهم اشي اكون مبسوط
1,﻿صباحك مبروك عدوك مهلوك
1,﻿الذي طبعه رائع يتغير راح يبقه رائع
1,اللهم تب علينا انك التواب الرحيم
0,﻿ غبي انتا اشي الصووووت هاد بتشبهو بجورج وسوف
0,وسبب برفعة ضغطك
0,﻿ عاهات اللهم لاشماته
0,﻿الا يكفي نسبة مرضى السرطان الاردن اعلى نسبة عالميه مفاعل دايمونه الاسرائيلي بكل جهل نضعهه بلدنا؟؟؟؟؟؟؟؟؟؟؟؟؟؟
1,الشخص يامصطفى
0,والله انك مسخره يا عجوز
1,الله يضيع أجر المحسنين
1,صباح الخير والفل
0,وهابي تاج راسك يا اللي تاكل وراك الوهابية شئ مخالف لكتاب الله سنة نبيه اذكره كالببغاء تردد خلف الناعقين لتثبت انك الصراط هوة الخراب طنت طنوت سوريا
1,﻿فالأول يصحح مساري الثاني يزيد أصراري
0,﻿مهو اصلأ زي مشروع الباص السريع يلي استملكو عشانه شارع المحطة كاملا لساتنة منسمع عنو شفنا
0,امين يا رب
0,الحق عالحقير اللي نزل المنشور بجوز اهله لابسين ولك لاتنزل اشي زي هيك يا؟؟؟
0,﻿الله يخلف عليهم يكثر خيرهم فعلن شعب مسكين عبد الله النسور بطل رفع الاسعار
0,﻿المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه جزء كبير ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ترتفع الفاتورة
0,يخرب زوءك
1,اللهم اصلح نفوسنا لما يرضيك عنها
1,اكيد طبعا حب ربنا احسن حب حد وانا فعلا عملت كدا
1,انا اخدت قرار وبعدت معصيه لله وقدرت وربي وفقني
0,﻿الله عون الفقير الطبقه المتوسط تنحدر
1,هستوكم
1,اللمة احلى اشي بالافراح
0,يناس جلدة الغاز مجانا
1,﻿اشهد الله اني احبك الله ادعوا نحشر حبيبنا امامنا محمد صلى الله سلم الجنة امين
1,ربنا يصلح حالنا جميعا
0,خبر عاجل يمنع لجميع المجانين التقدم سوبر ستار
0,والله انا بزعل رجعت لانه مش احنا اللي بنستحقها
1,الدين فتصير اخوة الله ارقى العلاقات الانسانية بصحيح الحديث رب اخ تلده امك
1,شبابنا زي الوردة بس بدهم حدا يدعمهم
1,الله يرحمنا برحمته
1,يارب اهدي بنات وشباب المسلمين يرضيك عنهم وكفيهم شر فتن الدنيا والاخره
0,﻿إلى إعتصام مفتوح ميدان تحرير للتخلص قوى الفساد الإفساد
1,﻿و رزقك خير اليوم
1,صلوا علي بكي شوقاً لرؤيتنا
1,اللهم اجعلنا ممن يعطي الامانة حقه
0,بعضهم جايبينهم تمثيل
1,احلى الفرح
1,﻿اللهم ارزقنا الصدق الاخلاص
1,بالفعل لازم واحد بيتكلم الدين اقل مافيها يلتزم باقل مبادئه عشان قدوة مش ييخلي الناس تقول ده الدين
1,ظني بالله جميل
0,﻿و الله الله الله يا نسور رح ننزل الشارع وقف الموضوع فوات الاوان
0,مررررعبه
1,الله ع الكلام الجميل
1,﻿بتمنى لو تقوم بعثة للدعاة مصر تزور البلاد تعرفهم تشرح الدين الاسلامي تنشر بحق مكان
1,ربنا يكتر امثالك يا مصطفى
1,الحب مش ذل
0,﻿اللي موافق عالمفاعل يبنيه جنب داره يسطح الواحد المتحذلقين اللي يخلوا حالهم مثل ابو العريف حد يفهم غيرهم ابع افقر دوله العالم المياه تبنى مفاعل نووي استنوا لما يطورو مفاعلات نووية صحراوية بعدين اشطحوا
1,﻿اللهم انصر المسلمين المسلمات مكان
1,﻿جزاك الله خير دكتور عمرو ربنا يتقبل منا منكم سائر الاعمال
0,﻿هو أحنا خلينآ نخلص أم هالبرجين الللي صرلهم سنة بعدين بنفكر نعمل نووي سلمي هههه الديسي
1,اشداء الكفار رحماء بينهم
0,اصلا كتير البنات بدهن يحكن الشباب
1,ربنا يقوي ايمانك
1,ارضى عني يا رب
1,الله يهدي الجميع للاسلام
0,يع بتقرف وسخ
1,اللهم أنزع قلبى حب شىء تحبه
1,نعم
1,اني احبك الله
1,﻿انا دايما فرحان مش سائل بالدنيا الحمد لله
1,ونعم لله أرحم الراحمين وأنيس المستوحشين
1,﻿صدقت الله يا شيخ
0,ليش محشورين كذا ؟ خلصت الطاولات مالقو هـ الطاوله الخايسه
0,طبعا اكيد ﻻ والف ﻻ
0,يا حقير
0,﻿انا مش مسؤول الحرامية يتفنجرو بمصاري البلد انا اشحد
0,والله لو طلبوا مين اللي عندو قلب قوي ١٠٠ متر للجري مايتقدم حمار عربي
1,اروعهم
1,﻿افتح قلبك للعالم
1,﻿صباحات العقول اليقظة الهمم الحيية المتوثبة
1,أهلاً وسهلاً بحضرتك
1,ربنايحفظك ياشيخ
1,هل تعلم المطر يتشكل اولا هيئة بلورات ثلج داخل الغيوم يتحول قطرات ماء ذوبانه طريقه اليابسة
1,اللهم استخدمني تستبدلني
1,احسن علاج
1,الله يقويك
0,بدكو تخلونا نشحد
0,﻿حسبنا الله نعم الوكيل فيكوا
0,اهبل ولك
1,اللهم إجعلنا ممن يأخذون بالأسباب
1,أجمل ديننا الاسلامي
0,عالم فاضيه بيسموا الغناء فن بيشغلوا الناس
0,سمآإجةة تآإيمم
1,اللهم اهدنا لكل عمل يقربنا اللى حبك
0,هعهعهع مش حلو
0,هبل
1,ونعم الصديق
0,كتيييير رخيص ومقرف
0,الاء اختصري ماشي
0,معتيه واضح انهم يمثلون
1,الله يعين الجميع
0,﻿العاهات اللي عندهم ياناس روووح موتو ابرك لكم
1,اللهم أرزقنا الخيرات وترك المنكرات
0,بطلت اتجوز
1,اجمل الاخاء
1,تركنا الحرام اجل ربنا حبيبنا ووالله سيعوضنا خيرا
0,عاهاتك يا وطنعاهاتك يا وطن
1,شكرا
0,﻿ يا ريتك كبرت
1,سلمت امري ربي عالمين رغم البعد احس ربنا رح يكتب ويجمعنا ويكون نصيبي
0,اول واحد ذكرنى بصاحب اسمه قردة
1,رائع
1,﻿انا يوم أقول غدا اصلي اقدر انا أدعوا الله دائما يهديني جو يملك حل مراسلتي
1,﻿اعمل ليومك غدك كن متفائلا دائما يا صاحبي
0,اااه ياشويه عاهااااااات
1,شَارِكُونآ الخَيرْ
1,وبشر الصابرين
1,انتا عظيم يا راجل
0,الأردن رح يولع يا نسور
1,اللهم اكفني بحلالك حرامك واغنني بفضلك عمن سواك يا رب
0,الاشغال
1,مااجمل الوفاء
0,صار عناد وكره قلة أدب بس ظلموها
0,﻿ كأنه جورج وسوف الحمام معه اسهــــــــــال تكرمون جميعاااااااااااً
1,﻿أجمل ابتسامه
0,طول عمري بخاااف العوب العب
1,﻿صباح الخير الحرية النصر
0,مين بشار العاهة هاد بهدد، الجد والله للنساء والبنات تتطلعن الرجال هالحالة ونلعن ابو الساعة اللي طلعت بشار وغيره شو هالحكي، الاردن قوي بجيشة وقائده فعلاا هززلت قال سوريا قال النعامة رقبة عالية بدهها قص
1,﻿نهارك طيب مبروك
0,سخافه بكل ماتحوي الكلمه معنى
1,الله يحرم حدا العائلة الدافية والذرية الصالحة
1,سنه وانتم طيبين
0,والغناء تجد ١٠٠ مليون وكلهم زبالة
0,جد اشي بخزي
0,يا ربـــــي مستحيل كائن بشري
1,يا رب استجب دعائنا وانصر اهلنا سوريا
0,الله اكبر شو هيدا اكل الرجال
1,اللهم ارزقني ترزق البغاث
0,الله معكى يا حجه
1,﻿و تربت كتوفنا تشحننا بالتفاؤل أيضاً صباحك أسعد
1,المسلمون
0,قلة ادب
1,ياااارب قربني إليك وأقترب
0,سخافات وتخلف شباب وصبايا هل الأيام
1,﻿اتحزن فإن الله يدافع عنك ، والملائكة تستغفر ، المؤمنون يشركونك دعائهم صلاة ،و النبي صلى الله سلم يشفع ، القرآن يعدك وعدا حسنا ،و رحمة أرحم الراحمين
1,ربنا يتوب علينا المعاصى
0,ربي بالعون ياأخي فقد احزنني كلامك
0,﻿ اوووي شكد قااسي
0,إحتمال يشارك الليو االبايخ
1,اجمل الكلام والاروع نطبقه
0,﻿قرف يقرفك
0,لله يحرق قلبك يبشار
1,التفاؤل حياة
1,﻿بلا بلا وجع راس خليك رايق دايما
1,﻿و الله بذل اتنين خمسين عشان الغرام الحلال احلى مين يحس يفهم يقدر
1,امشي عدل يحتار عدوك فيك
1,للهم اعنا ادراك المعنى العظيم يا رب
1,الله يكثر الافراح
1,﻿يا رب اللهم اجعلنى خير مما يظنون اغفر لى يعلمون
1,يارب اجعلنى الصالحين
0,﻿لا دة ذكاء
1,﻿يا رب بناتنا شبابنا كلهم يستطيعوا العمل بهذه النصيحة يا ريتا كلنا نتذكر أننا كلنا دعاه للإسلام بأخلاقيتنا الصفات الحسنة
1,الحمد انا متفائلة كا امور حياتي ورح اضل هيك دائما
0,انا شوفت وقاحه بس زاي وقاحة الاخوان شوفت
0,الثالث لاتعليق
0,﻿ السماعات خربت
1,يا رب نستغفرك ونتوب اليك
0,حرام عليك كانو بقرة بتولد
0,﻿ جايين سكارى ويغنون
0,﻿آخر واحد مهستر
0,﻿يجب وضع تسول نفسة مجرد يعمل تصرف يليق بالاردن يسجن يسجن شىء مخزي شوية همل زعران يخربوا الجامعات سمعة البلد
0,اللقطة الكزميدية بالآخر دمها تقييييييييييل
1,اللهم إني أستغفرك الذنوب والمعاصي وأتوب إليك
1,النية دايما بتكون موجودة وربنا المعين
0,فعلا زي حكى اخر شي هزلة وانا مهزلة اللي ضيعت وقتي اشوف هيك مسخرة فعلا اني مسخرة
0,﻿ بالله عليك فين الاناقه الناس اللي بتغني دي
0,ﻻ تخليني اسب هون هاااااااات
1,﻿صبحك الله بالخير
0,· رائع والله اصبت القول الاسف لاكن مافي حدآ بيستحمل الانتقآد ؟؟
1,﻿اللهم بارك فيك عليك ثبتك
0,اشي بقهر مش هل درجه
0,اللي غنى عدوله محاولة استخفاف دم البرنامج
0,﻿حسبنا الله نعم الوكيل اناس همهم تجويع الشعب
0,يلعن روحك
0,﻿اي تقدم ازدهار مفاعل النووية بعمل الامراض كثير اهم السرطان الله يبعده عنها انا معهم رفض المفاعل النووية
1,الحب الله شيء جميل
1,عجبتنى الحلقه
1,يالله ارحم احبتى واشفهم وعافهم واعف عنهم
0,شفت النسخة الاوروبية والامريكية والماليزية نفس البرنامج بلاوي كذا بس حنا العرب فينا عقدة النقص والتخلف
0,غباء غباء لان نفس الحركه صارت يعني قلدنه البرنامج وبعد التصرفات اوووف
0,﻿و جنت براقش
1,﻿و طمّأنينَه صباح ٱلآملَ بًٱللِه ٱلثِقةً
0,راغب يجنن
1,الأسلام نعمة كبيرة ربنا تقدر بكنوز الدنيا كلها
0,بعئد
0,﻿ وش هالتحف والله مساكين ماكلين مقلب بقوه
1,﻿انبسط يا عم افرح
1,احلى اشي الواحد يوكل بدون يطبخ
0,مشان الله حد يعمله هوشة بدنا نعطللنا شوي
1,صباح الفل
1,اللهم أصلح شأنى
0,الغبي اللي يقلد جورج وسوف
1,﻿سبحان الله خالق السماوات الأرض
0,شاء الله العطلة مأثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسة واحد بكشر جهة
0,مؤامره معروفه الشرفاء البلد
0,﻿كنا نقول البلد حاميها حراميها ماذا سنقول الأن مفتيها حراميها الله الواحد تحير الامة اصبح الحليم حيران
0,تضرب منك لعدوله
0,عيب عليك ماتستحي
1,﻿اللهم اجعلنا ممن تنظر اليهم بحب اشتياق اجعلنا عبادك التوابين المخلصين العابدين الحق لدينك احفظنا قنا نار وقودها الناس الحجاره يا رب
0,يلعنك نذل
1,يارب يقوينا جميعا طاعته وحسن عبادته
1,﻿اللهم اصلحنا طهر قلوبنا النفاق
1,يارب ساعدني وقويني وساعدني أخد حبيبي
0,حثاله حثاله والحثاله انظف منهم
1,﻿و نعم الصديق
0,يلعن شرف خواتك
0,﻿اللة يشبعكو يا حرامية
1,حلوه اوى الحمله دي وربنا يارب يكرمك بيتبرعو
1,حبل الجذب اكصي
1,سبحان يهدي يشاء ﻻإله إﻻالله محمدرسول الله
1,ربنا يقدرنى ويعفو عنى
1,الحمد لله نعمة الاسلام وكفى يها نعمة
0,شكلك احول موب حوله
1,اللهم ارزقنا زوجا صالحا محبا مثل
1,﻿صباحك طيب كطيب المسك العنبر
0,هههههههههههههههههههه وهابي عفن ومكبوت تفكيرك محصور فخذيك لاغير لجنة اللتي ستدخلها أريد دخولها، جهنم أشرفلي وأهون علي أكون أحد الوهابيين المنحطين لواطيي الأطفال
1,احسنت ابدعت وصفت يدور يجول راس شاب ملتزم فتاه عفيفه نقيه تقيه
0,واحد بتستا هل الجزمة
0,فعلا اللي بيســتحوا ماتوا
0,﻿سوبر طقاع ﻿ اول واحد جايته زبيريه
0,والله انا خايف انو طخوا هاي الصورة
0,﻿المشكله احنا امه تتعلم غيرها تسريب المفاعل الياباني الكثير الكثير احدى الدول الاوروبيه اعلنت باستبدال المفاعلات النوويه بطاقه البديه الغريب بنفس اليوم اعلنت السعوديه بانشاء مفاعلات نوويه سلميه ذكر اسم الدوله الاوروبيه اعتقد المانيا نني اقسم بالله العظيم انني افضل النوم بكير استغني الكهرباء كليا بمفاعل نووي الاراضي الاردنيه
1,اللهم تكلنا انفسنا طرفة عين
0,والله انك مهزله
1,رجعتولنا الفرحة اللي نسيناها
0,واو حلو
1,نرجو الله يتقبل صلاتنا رغم تمر بلدنا أزمة صار الواحد خايف مستعجل بصلاته كلما صليت اعتبرها صلاة مودع فيخشع قلبي تدمع عيناي
1,الحمد الله الاسلام يا رب اهدي احب هذاا الدين تردد دخوله وارحمنا جميعا
0,صراحة بخزي مجاملة
0,﻿الى يقارن بينه وبين مرسى يبقى متخلف
1,طريق واحد عدم اليئس طريق النجاح
0,بيه الزناخه
0,اسخف لجنة تحكيم شفتها بحياتي
1,اكيد الله يحرمنا هالنعمة العظيمة
0,﻿انا لله انا اليه راجعون الله يستر هالبلد
1,يارب وانت إدعيلي
1,قصة منتهى الروعة
1,يا دكتور خير اخ ربنا يزور عليك
1,اللهم اهدنى تحب ترضى
1,﻿الحمد لله رب العالمين عطاه رضا
1,صباحك خير يا دكتور سلمان
0,انا المفاعل
0,تفو كس امك حمارة
1,أهلا بك دين الحق والسلام
1,يا رب خد بياايدينا يااجبرنا ياجبار السموات والارض
1,فعلا احس دللك
0,شكلها ملجلجه
0,حالات مرضية نفسية مستعصية يستطيع شفائها العلم الفن
0,﻿خليه يرفع اللي عنده وطنيه انتماء يصف سيارته بالشارع يروح الشغل مشي
1,صباح العسل
